id,code,name,class_div,danger_sec,group_env_onu,group_env_onu_disp_esp,qty_limit,qty_except,int_emb_env,int_emb_env_disp_esp,int_trasp,int_trasp_disp_esp,start_date
waybill_materiales_peligrosos_1071,M1072,DIÓXIDO DE PLOMO,5.1,,III,,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1072,M1073,"ÁCIDO PERCLÓRICO con más del 50 % pero no más del 72 %, en masa, de ácido",5.1,8,I,60,0,E0,P502,PP28,T10,TP1,2021-06-01
waybill_materiales_peligrosos_1073,M1074,ÓXIDO DE BARIO,6.1,,III,,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1074,M1075,BENCIDINA,6.1,,II,,500 g,E4,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_1075,M1076,CLORURO DE BENCILIDENO,6.1,,II,,100 ml,E4,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1076,M1077,BROMOCLOROMETANO,6.1,,III,,5 L,E1,"P001
IBC03
LP01",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1077,M1078,CLOROFORMO,6.1,,III,,5 L,E1,"P001
IBC03
LP01",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1078,M1079,BROMURO DE CIANÓGENO,6.1,8,I,,0,E0,P002,,T6,TP33,2021-06-01
waybill_materiales_peligrosos_1079,M1080,BROMURO DE ETILO,6.1,,II,,100 ml,E4,"P001
IBC02",B8,T7,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1080,M1081,ETILDICLOROARSINA,6.1,,I,354,0,E0,P602,,T20,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1081,M1082,HIDRÓXIDO DE FENILMERCURIO,6.1,,II,,500 g,E4,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_1082,M1083,NITRATO DE FENILMERCURIO,6.1,,II,,500 g,E4,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_1083,M1084,TETRACLOROETILENO,6.1,,III,,5 L,E1,"P001
IBC03
LP01",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1084,M1085,YODURO DE ACETILO,8,,II,,1 L,E2,"P001
IBC02",,T7,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1085,M1086,FOSFATO ÁCIDO DE DIISOOCTILO,8,,III,,5 L,E1,"P001
IBC03
LP01",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1086,M1087,"DESINFECTANTE LÍQUIDO CORROSIVO, N.E.P.",8,,I,274,0,E0,P001,,,,2021-06-01
waybill_materiales_peligrosos_1087,M1088,ÁCIDO SELÉNICO,8,,I,,0,E0,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_1088,M1089,LODOS ÁCIDOS,8,,II,,1 L,E0,"P001
IBC02",,T8,"TP2
TP28",2021-06-01
waybill_materiales_peligrosos_1089,M1090,CAL SODADA con más del 4 % de hidróxido de sodio,8,,III,62,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1090,M1091,CLORITOS EN SOLUCIÓN,8,,II,,1 L,E2,"P001
IBC02",,T7,"TP2
TP24",2021-06-01
waybill_materiales_peligrosos_1091,M1092,ÓXIDO DE CALCIO,8,,III,106,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1092,M1093,DIBORANO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1093,M1094,"CLORURO DE METILO Y CLORURO DE METILENO, MEZCLA DE",2.1,,,228,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1094,M1095,NEÓN LÍQUIDO REFRIGERADO,2.2,,,,120 ml,E1,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_1095,M1096,PROPIONATOS DE BUTILO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1096,M1097,CICLOHEXANONA,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1097,M1098,"ÉTER 2,2'-DICLORODIETÍLICO",6.1,3,II,,100 ml,E4,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1098,M1099,ACRILATO DE ETILO ESTABILIZADO,3,,II,386,1 L,E2,"P001
IBC02",,T4,"TP1
TP13",2021-06-01
waybill_materiales_peligrosos_1099,M1100,ISOPROPILBENCENO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1100,M1101,ACRILATO DE METILO ESTABILIZADO,3,,II,386,1 L,E2,"P001
IBC02",,T4,"TP1
TP13",2021-06-01
waybill_materiales_peligrosos_1101,M1102,NONANOS,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1102,M1103,PROPILENIMINA ESTABILIZADA,3,6.1,I,386,0,E0,P001,,T14,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1103,M1104,PIRROLIDINA,3,8,II,,1 L,E2,"P001
IBC02",,T7,TP1,2021-06-01
waybill_materiales_peligrosos_1104,M1105,DITIONITO DE CALCIO (HIDROSULFITO CÁLCICO),4.2,,II,,0,E2,"P410
IBC06",B2,T3,TP33,2021-06-01
waybill_materiales_peligrosos_1105,M1106,"BROMURO DE
METILMAGNESIO EN ÉTER ETÍLICO",4.3,3,I,,0,E0,P402,,,,2021-06-01
waybill_materiales_peligrosos_1106,M1107,DITIONITO POTÁSICO (HIDROSULFITO POTÁSICO),4.2,,II,,0,E2,"P410
IBC06",B2,T3,TP33,2021-06-01
waybill_materiales_peligrosos_1107,M1108,DITIONITO DE CINC (HIDROSULFITO DE CINC),9,,III,,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1108,M1109,"CIRCONIO, DESECHOS DE",4.2,,III,223,0,E0,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1109,M1110,"CIANURO EN SOLUCIÓN, N.E.P.",6.1,,I,274,0,E5,P001,,T14,"TP2
TP13
TP27",2021-06-01
waybill_materiales_peligrosos_1110,M1111,ÁCIDO BROMOACÉTICO EN SOLUCIÓN,8,,II,,1 L,E2,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1111,M1112,OXIBROMURO DE FÓSFORO,8,,II,,1 kg,E0,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_1112,M1113,ÁCIDO TIOGLICÓLICO,8,,II,,1 L,E2,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1113,M1114,DIBROMODIFLUORO-METANO,9,,III,,5 L,E1,"P001
LP01",,T11,TP2,2021-06-01
waybill_materiales_peligrosos_1114,M1115,"NITRATO DE AMONIO con un máximo del 0,2 % de sustancias combustibles, incluida toda sustancia orgánica expresada en equivalente de carbono, con exclusión de cualquier otra sustancia añadida",5.1,,III,306,5 kg,E1,"P002
IBC08
LP02",B3,"T1
BK1
BK2
BK3",TP33,2021-06-01
waybill_materiales_peligrosos_1115,M1116,"FÓSFOROS DE SEGURIDAD (en estuches, cartones o cajas)",4.1,,III,"293
294",5 kg,E1,P407,,,,2021-06-01
waybill_materiales_peligrosos_1116,M1117,"FÓSFOROS DE CERA ""VESTA""",4.1,,III,"293
294",5 kg,E1,P407,,,,2021-06-01
waybill_materiales_peligrosos_1117,M1118,AEROSOLES,2,,,63 190 277 327 344 400,"véase
DE 277",E0,"P207
LP200","PP87
L2",,,2021-06-01
waybill_materiales_peligrosos_1118,M1119,ARGON LÍQUIDO REFRIGERADO,2.2,,,,120 ml,E1,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_1119,M1120,"ÓXIDO DE ETILENO Y DIÓXIDO DE CARBONO, MEZCLA DE con un máximo del 9 % de óxido de etileno",2.2,,,392,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_1120,M1121,"GAS COMPRIMIDO TÓXICO, INFLAMABLE, N.E.P.",2.3,2.1,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1121,M1122,"GAS COMPRIMIDO INFLAMABLE, N.E.P.",2.1,,,"274
392",0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1122,M1123,"GAS COMPRIMIDO TÓXICO, N.E.P.",2.3,,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1123,M1124,"GAS COMPRIMIDO, N.E.P.",2.2,,,"274
378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_1124,M1125,DEUTERIO COMPRIMIDO,2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1125,M1126,"1,2-DICLORO-1,1,2,2- TETRAFLUOROETANO (GAS REFRIGERANTE R 114)",2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1126,M1127,"1,1-DIFLUOROETILENO (GAS REFRIGERANTE R 1132a)",2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1127,M1128,ETANO LÍQUIDO REFRIGERADO,2.1,,,,0,E0,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_1128,M1129,ETILENO,2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1129,M1130,HELIO LÍQUIDO REFRIGERADO,2.2,,,,120 ml,E1,P203,,T75,"TP5
TP34",2021-06-01
waybill_materiales_peligrosos_1130,M1131,"HIDROCARBUROS GASEOSOS COMPRIMIDOS, EN MEZCLA, N.E.P.",2.1,,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1131,M1132,"HIDROCARBUROS GASEOSOS LICUADOS, EN MEZCLA, N.E.P.",2.1,,,"274
392",0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1132,M1133,HIDRÓGENO LÍQUIDO REFRIGERADO,2.1,,,,0,E0,P203,,T75,"TP5
TP34",2021-06-01
waybill_materiales_peligrosos_1133,M1134,"INSECTICIDA GASEOSO TÓXICO, N.E.P.",2.3,,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1134,M1135,"INSECTICIDA GASEOSO, N.E.P.",2.2,,,274,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_1135,M1136,ISOBUTANO,2.1,,,392,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1136,M1137,CRIPTÓN LÍQUIDO REFRIGERADO,2.2,,,,120 ml,E1,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_1137,M1138,METANO COMPRIMIDO o GAS NATURAL COMPRIMIDO con alta proporción de metano,2.1,,,392,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1138,M1139,"METANO LÍQUIDO
REFRIGERADO o GAS NATURAL LÍQUIDO REFRIGERADO con alta proporción de metano",2.1,,,,0,E0,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_1139,M1140,"CLORODIFLUOROMETANO Y CLOROPENTAFLUOROETANO, MEZCLA DE, de punto de ebullición constante, con alrededor del 49 % de clorodifluorometano (GAS REFRIGERANTE R 502)",2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1140,M1141,"CLORODIFLUOROBROMOMETA NO (GAS REFRIGERANTE
R 12B1)",2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1141,M1142,MONÓXIDO DE NITRÓGENO Y TETRAÓXIDO DE DINITRÓGENO EN MEZCLA (ÓXIDO NÍTRICO Y DIÓXIDO DE NITRÓGENO EN MEZCLA),2.3,"5.1
8",,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1142,M1143,OCTAFLUORO-CICLOBUTANO (GAS REFRIGERANTE RC 318),2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1143,M1144,NITRÓGENO LÍQUIDO REFRIGERADO,2.2,,,"345
346",120 ml,E1,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_1144,M1145,PROPANO,2.1,,,392,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1145,M1146,TETRAFLUOROMETANO (GAS REFRIGERANTE R 14 ),2.2,,,,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_1146,M1147,"1-CLORO-2,2,2-
TRIFLUOROETANO (GAS REFRIGERANTE R 133a)",2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1147,M1148,"TRIFLUOROMETANO
(GAS REFRIGERANTE R 23)",2.2,,,,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_1148,M1149,"ALCOHOLES INFLAMABLES, TÓXICOS, N.E.P.",3,6.1,I,274,0,E0,P001,,T14,"TP2
TP13
TP27",2021-06-01
waybill_materiales_peligrosos_1149,M1150,"ALCOHOLES, N.E.P.",3,,II,274,1 L,E2,"P001
IBC02",,T7,"TP1
TP8
TP28",2021-06-01
waybill_materiales_peligrosos_1150,M1151,"ALDEHÍDOS INFLAMABLES, TÓXICOS, N.E.P.",3,6.1,I,274,0,E0,P001,,T14,"TP2
TP13
TP27",2021-06-01
waybill_materiales_peligrosos_1151,M1152,"ALDEHÍDOS, N.E.P.",3,,I,274,0,E3,P001,,T11,"TP1
TP27",2021-06-01
waybill_materiales_peligrosos_1152,M1153,BENZALDEHÍDO,9,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1153,M1154,CLOROPRENO ESTABILIZADO,3,6.1,I,386,0,E0,P001,,T14,"TP2
TP6
TP13",2021-06-01
waybill_materiales_peligrosos_1154,M1155,"LÍQUIDO INFLAMABLE, TÓXICO, N.E.P.",3,6.1,I,274,0,E0,P001,,T14,"TP2
TP13
TP27",2021-06-01
waybill_materiales_peligrosos_1155,M1156,"LÍQUIDO INFLAMABLE, N.E.P.",3,,I,274,0,E3,P001,,T11,"TP1
TP27",2021-06-01
waybill_materiales_peligrosos_1156,M1157,HIERRO PENTACARBONILO,6.1,3,I,354,0,E0,P601,,T22,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1157,M1158,"ALQUITRANES LÍQUIDOS, incluso los aglomerantes para carreteras y los asfaltos rebajados",3,,II,,5 L,E2,"P001
IBC02",,T3,"TP3
TP29",2021-06-01
waybill_materiales_peligrosos_1158,M1159,"CELULOIDE en bloques, barras, rollos, hojas, tubos, etc., excepto los desechos",4.1,,III,"223
383",5 kg,E1,"P002
LP02",PP7,,,2021-06-01
waybill_materiales_peligrosos_1159,M1160,"NAFTENATOS DE COBALTO, EN POLVO",4.1,,III,,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1160,M1161,"CELULOIDE, DESECHOS DE",4.2,,III,223,0,E0,"P002
IBC08
LP02","PP8
B3",,,2021-06-01
waybill_materiales_peligrosos_1161,M1162,DIAMIDA DE MAGNESIO,4.2,,II,,0,E2,"P410
IBC06",,T3,TP33,2021-06-01
waybill_materiales_peligrosos_1162,M1163,"PLÁSTICOS A BASE DE NITROCELULOSA QUE EXPERIMENTAN CALENTAMIENTO ESPONTÁNEO, N.E.P.",4.2,,III,274,0,E0,P002,,,,2021-06-01
waybill_materiales_peligrosos_1163,M1164,"CIRCONIO EN POLVO, SECO",4.2,,I,,0,E0,P404,,T21,"TP7
TP33",2021-06-01
waybill_materiales_peligrosos_1164,M1165,"CIRCONIO SECO, en láminas, tiras
oalambre",4.2,,III,223,0,E1,"P002
LP02",,,,2021-06-01
waybill_materiales_peligrosos_1165,M1166,HIDRURO DE MAGNESIO,4.3,,I,,0,E0,P403,,,,2021-06-01
waybill_materiales_peligrosos_1166,M1167,FOSFURO DE MAGNESIO,4.3,6.1,I,,0,E0,P403,,,,2021-06-01
waybill_materiales_peligrosos_1167,M1168,FOSFURO DE POTASIO,4.3,6.1,I,,0,E0,P403,,,,2021-06-01
waybill_materiales_peligrosos_1168,M1169,FOSFURO DE ESTRONCIO,4.3,6.1,I,,0,E0,P403,,,,2021-06-01
waybill_materiales_peligrosos_1169,M1170,PERÓXIDO DE HIDRÓGENO EN SOLUCIÓN ACUOSA con un mínimo del 20 % pero no más del 60 % de peróxido de hidrógeno (estabilizada según sea necesario),5.1,8,II,,1 L,E2,"P504
IBC02","PP10
B5",T7,"TP2
TP6
TP24",2021-06-01
waybill_materiales_peligrosos_1170,M1171,"PERÓXIDO DE HIDRÓGENO ESTABILIZADO, o PERÓXIDO DE HIDRÓGENO EN SOLUCIÓN ACUOSA ESTABILIZADA con más del 60 % de peróxido de hidrógeno",5.1,8,I,,0,E0,P501,,T9,"TP2
TP6
TP24",2021-06-01
waybill_materiales_peligrosos_1171,M1172,"MUNICIONES TÓXICAS NO EXPLOSIVAS, sin carga dispersora ni carga expulsora, sin cebo",6.1,,,,0,E0,P600,,,,2021-06-01
waybill_materiales_peligrosos_1172,M1173,"MUNICIONES LACRIMÓGENAS NO EXPLOSIVAS, sin carga dispersora ni carga expulsora, sin cebo",6.1,8,,,0,E0,P600,,,,2021-06-01
waybill_materiales_peligrosos_1173,M1174,CLOROANILINAS SÓLIDAS,6.1,,II,,500 g,E4,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_1174,M1175,CLOROANILINAS LÍQUIDAS,6.1,,II,,100 ml,E4,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1175,M1176,CLOROFENOLES SÓLIDOS,6.1,,III,205,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1176,M1177,CLOROFENOLES LÍQUIDOS,6.1,,III,,5 L,E1,"P001
IBC03
LP01",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1177,M1178,ÁCIDO CRESÍLICO,6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2 TP13,2021-06-01
waybill_materiales_peligrosos_1178,M1179,EPICLORHIDRINA,6.1,3,II,279,100 ml,E4,P001 IBC02,,T7,TP2 TP13,2021-06-01
waybill_materiales_peligrosos_1179,M1180,"MERCURIO, COMPUESTO LÍQUIDO DE, N.E.P.",6.1,,I,43       66        274,0,E5,P001,,,,2021-06-01
waybill_materiales_peligrosos_1180,M1181,"MERCURIO, COMPUESTO SÓLIDO DE, N.E.P.",6.1,,I,43       66        274,0,E5,P002 IBC07,B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_1181,M1182,"FENILMERCURIO, COMPUESTO DE, N.E.P.",6.1,,I,43    274,0,E5,P002 IBC07,B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_1182,M1183,ARSENITO DE SODIO SÓLIDO,6.1,,II,43,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_1183,M1184,"BOMBAS FUMÍGENAS NO EXPLOSIVAS que contienen un líquido corrosivo, sin dispositivo de cebado",8,,II,,0,E0,P803,,,,2021-06-01
waybill_materiales_peligrosos_1184,M1185,HIDRAZINA ANHIDRA,8,3         6.1,I,,0,E0,P001,,,,2021-06-01
waybill_materiales_peligrosos_1185,M1186,"HIDRAZINA EN SOLUCIÓN ACUOSA con más del 37 %, en masa, de hidrazina",8,6.1,I,,0,E0,P001,,T10,TP2 TP13,2021-06-01
waybill_materiales_peligrosos_1186,M1187,"ÁCIDO NÍTRICO, excepto el ácido nítrico fumante rojo, con más del 70 % ácido nítrico",8,5.1,I,,0,E0,P001,PP81,T10,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1187,M1188,"ÁCIDO NÍTRICO, excepto el ácido nítrico fumante rojo, con un mínimo del 65 % pero no más del 70 % de ácido nítrico",8,5.1,II,,1 L,E2,"P001
IBC02","PP81
B15",T8,TP2,2021-06-01
waybill_materiales_peligrosos_1188,M1189,"ÁCIDO NÍTRICO, excepto el ácido nítrico fumante rojo, con menos del 65 % de ácido nítrico",8,,II,,1 L,E2,"P001
IBC02","PP81
B15",T8,TP2,2021-06-01
waybill_materiales_peligrosos_1189,M1190,ÁCIDO NÍTRICO FUMANTE ROJO,8,"5.1
6.1",I,,0,E0,P602,PP81,T20,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1190,M1191,MONÓXIDO DE POTASIO,8,,II,,1 kg,E2,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_1191,M1192,"HIDRÓGENO Y METANO, MEZCLA COMPRIMIDA DE",2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1192,M1193,"1,1,1-TRIFLUOROETANO (GAS REFRIGERANTE R 143a)",2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_1193,M1194,XENÓN,2.2,,,"378
392",120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_1194,M1195,"RECIPIENTES PEQUEÑOS QUE CONTIENEN GAS, (CARTUCHOS DE GAS) sin dispositivo de descarga, irrellenables",2,,,191277303327344,"véase
DE 277",E0,"P003
LP200","PP17,
PP96
L2",,,2021-06-01
waybill_materiales_peligrosos_1195,M1196,DINITROTOLUENOS LÍQUIDOS,6.1,,II,,100 ml,E4,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1196,M1197,"2,2-DIMETILPROPANO",2.1,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1197,M1198,ISOBUTIRALDEHÍDO (ALDEHÍDO ISOBUTÍRICO),3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1198,M1199,CIMENOS,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1199,M1200,DICLOROPROPENOS,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1200,M1201,DICICLOPENTADIENO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1201,M1202,DIETILBENCENO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1202,M1203,"DIISOBUTILENO, COMPUESTOS ISOMÉRICOS DEL",3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1203,M1204,2-DIMETILAMINOETANOL,8,3,II,,1 L,E2,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1204,M1205,DIPENTENO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1205,M1206,ALCOHOL METILAMÍLICO,3,,III,,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1206,M1207,MORFOLINA,8,3,I,,0,E0,P001,,T10,TP2,2021-06-01
waybill_materiales_peligrosos_1207,M1208,ESTIRENO MONÓMERO ESTABILIZADO,3,,III,386,5 L,E1,"P001
IBC03
LP01",,T2,TP1,2021-06-01
waybill_materiales_peligrosos_1208,M1209,TETRAHIDROFURANO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1209,M1210,TRIPROPILENO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1210,M1211,VALERILALDEHÍDO,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_1211,M1212,"NITROCELULOSA EN
SOLUCIÓN INFLAMABLE con un máximo del 12,6 %, en masa, de nitrógeno y un máximo del 55 % de nitrocelulosa",3,,I,198,0,E0,P001,,T11,"TP1
TP8
TP27",2021-06-01
waybill_materiales_peligrosos_1212,M1213,ABONOS A BASE DE NITRATO DE AMONIO,5.1,,III,"306
307",5 kg,E1,"P002
IBC08
LP02",B3,"T1
BK1
BK2
BK3",TP33,2021-06-01
waybill_materiales_peligrosos_1213,M1214,ABONOS A BASE DE NITRATO DE AMONIO,9,,III,193,5 kg,E1,"P002
IBC08
LP02",B3,BK2,,2021-06-01
waybill_materiales_peligrosos_1214,M1215,"AMONIACO EN SOLUCIÓN acuosa de densidad relativa inferior a 0,880 a 15 °C, con más del 35 % pero no más del 50 % de amoniaco",2.2,,,,120 ml,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1215,M1216,ACRILAMIDA SÓLIDA,6.1,,III,,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1216,M1217,CLORAL ANHIDRO ESTABILIZADO,6.1,,II,,100 ml,E4,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1217,M1218,CRESOLES LÍQUIDOS,6.1,8,II,,100 ml,E4,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1218,M1219,alfa-NAFTILAMINA,6.1,,III,,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_1219,M1220,DIISOCIANATO DE TOLUENO,6.1,,II,279,100 ml,E4,"P001
IBC02",,T7,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_1220,M1221,DIETILENTRIAMINA,8,,II,,1 L,E2,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_1221,M1222,CLORURO DE HIDRÓGENO LÍQUIDO REFRIGERADO,2.3,8,,,0,E0,P099,,,,2021-06-01
waybill_materiales_peligrosos_1222,M1223,DIÓXIDO DE CARBONO LÍQUIDO REFRIGERADO,2.2,,,,120 ml,E1,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_1223,M1224,ARSINA,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1224,M1225,DICLOROSILANO,2.3,"2.1
8",,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1225,M1226,"DIFLUORURO DE OXÍGENO, COMPRIMIDO",2.3,"5.1
8",,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1226,M1227,FLUORURO DE SULFURILO,2.3,,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1227,M1228,GERMANO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1228,M1229,"HEXAFLUOROETANO
(GAS REFRIGERANTE R 116)",2.2,,,,120 ml,E1,P200,,,,2021-06-01
waybill_materiales_peligrosos_1229,M1230,HEXAFLUORURO DE SELENIO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1230,M1231,HEXAFLUORURO DE TELURIO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1231,M1232,HEXAFLUORURO DE TUNGSTENO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1232,M1233,YODURO DE HIDRÓGENO ANHIDRO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1233,M1234,PENTAFLUORURO DE FÓSFORO,2.3,8,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1234,M1235,FOSFANO,2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1235,M1236,PROPADIENO ESTABILIZADO,2.1,,,386,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_1236,M1237,ÓXIDO NITROSO LÍQUIDO REFRIGERADO,2.2,5.1,,,0,E0,P203,,T75,"TP5
TP22",2021-06-01
